Area/volume,Max/min(size),org_coating_HAcceptors,org_coating_LogP,common_spin,Effective anisotropy constant (J/m3),magnetic anisotropy constant (J/m3),magnetocrystalline anisotropy constant (J/m3),Anisotropy constant ,Crystalline,MAE,Curie temperature (K),Spehricity,exchange constant (J/m) *10^-12,Electronegativity core,Space group,Demagnetization factors (Nd),Saturation magnetization (emu/g),Coercivity (Oe),Remanence magnetization (emu/g),interdomain coupling (alpha),mass_magnetic_susceptibility(emu/Oe*g),link,Core_composition_formula,length,width,depth
0.400,0.693,0.000,0.000,0.657,11.037,12.028,11.835,10.162,0.000,14.736,6.686,0.693,1.975,1.313,5.429,0.288,3.976,0.000,0.000,0.145,0.011,https://doi.org/10.1016/j.ceramint.2022.07.291,Zn0.4Mn0.6Fe2O4,12.200,12.200,12.200
0.400,0.693,0.000,0.000,0.657,11.037,12.028,11.835,10.162,0.000,14.736,6.686,0.693,1.975,1.313,5.429,0.288,3.976,0.000,0.000,0.145,0.011,https://doi.org/10.1016/j.ceramint.2022.07.291,Zn0.4Mn0.6Fe2O4,12.200,12.200,12.200
0.400,0.693,0.000,0.000,0.657,11.037,12.028,11.835,10.162,0.000,14.736,6.686,0.693,1.975,1.313,5.429,0.288,3.976,0.000,0.000,0.145,0.011,https://doi.org/10.1016/j.ceramint.2022.07.291,Zn0.4Mn0.6Fe2O4,12.200,12.200,12.200
0.426,0.693,0.000,0.000,0.638,11.091,5.303,11.970,9.977,0.000,14.736,6.686,0.693,1.975,1.313,5.429,0.288,4.054,0.000,0.000,0.145,0.011,https://doi.org/10.1016/j.ceramint.2022.07.291,Zn0.5Mn0.5Fe2O4,11.300,11.300,11.300
0.426,0.693,0.000,0.000,0.638,11.091,5.303,11.970,9.977,0.000,14.736,6.686,0.693,1.975,1.313,5.429,0.288,4.054,0.000,0.000,0.145,0.011,https://doi.org/10.1016/j.ceramint.2022.07.291,Zn0.5Mn0.5Fe2O4,11.300,11.300,11.300
0.426,0.693,0.000,0.000,0.638,11.091,5.303,11.970,9.977,0.000,14.736,6.686,0.693,1.975,1.313,5.429,0.288,4.054,0.000,0.000,0.145,0.011,https://doi.org/10.1016/j.ceramint.2022.07.291,Zn0.5Mn0.5Fe2O4,11.300,11.300,11.300
0.426,0.693,0.000,0.000,0.638,11.091,5.303,11.970,9.977,0.000,14.736,6.686,0.693,1.975,1.313,5.429,0.288,4.054,0.000,0.000,0.145,0.011,https://doi.org/10.1016/j.ceramint.2022.07.291,Zn0.5Mn0.5Fe2O4,11.300,11.300,11.300
0.459,0.693,0.000,0.000,0.619,11.175,5.303,11.970,9.977,0.000,14.736,6.686,0.693,1.975,1.313,5.429,0.288,3.854,0.000,0.000,2.062,0.011,https://doi.org/10.1016/j.ceramint.2022.07.291,Zn0.6Mn0.4Fe2O4,10.300,10.300,10.300
0.459,0.693,0.000,0.000,0.619,11.175,5.303,11.970,9.977,0.000,14.736,6.686,0.693,1.975,1.313,5.429,0.288,3.854,0.000,0.000,2.062,0.011,https://doi.org/10.1016/j.ceramint.2022.07.291,Zn0.6Mn0.4Fe2O4,10.300,10.300,10.300
0.459,0.693,0.000,0.000,0.619,11.175,5.303,11.970,9.977,0.000,14.736,6.686,0.693,1.975,1.313,5.429,0.288,3.854,0.000,0.000,2.062,0.011,https://doi.org/10.1016/j.ceramint.2022.07.291,Zn0.6Mn0.4Fe2O4,10.300,10.300,10.300
0.459,0.693,0.000,0.000,0.619,11.175,5.303,11.970,9.977,0.000,14.736,6.686,0.693,1.975,1.313,5.429,0.288,3.854,0.000,0.000,2.062,0.011,https://doi.org/10.1016/j.ceramint.2022.07.291,Zn0.6Mn0.4Fe2O4,10.300,10.300,10.300
0.520,0.693,0.000,0.000,0.600,11.033,12.028,11.970,6.446,0.000,14.798,6.686,0.693,1.975,1.314,5.429,0.288,3.716,0.000,0.000,0.145,0.015,https://doi.org/10.1016/j.ceramint.2022.07.291,Zn0.7Mn0.3Fe2O4,8.800,8.800,8.800
0.520,0.693,0.000,0.000,0.600,11.033,12.028,11.970,6.446,0.000,14.798,6.686,0.693,1.975,1.314,5.429,0.288,3.716,0.000,0.000,0.145,0.015,https://doi.org/10.1016/j.ceramint.2022.07.291,Zn0.7Mn0.3Fe2O4,8.800,8.800,8.800
0.520,0.693,0.000,0.000,0.600,11.033,12.028,11.970,6.446,0.000,14.798,6.686,0.693,1.975,1.314,5.429,0.288,3.716,0.000,0.000,0.145,0.015,https://doi.org/10.1016/j.ceramint.2022.07.291,Zn0.7Mn0.3Fe2O4,8.800,8.800,8.800
0.520,0.693,0.000,0.000,0.600,11.033,12.028,11.970,6.446,0.000,14.798,6.686,0.693,1.975,1.314,5.429,0.288,3.716,0.000,0.000,0.145,0.015,https://doi.org/10.1016/j.ceramint.2022.07.291,Zn0.7Mn0.3Fe2O4,8.800,8.800,8.800
0.515,0.693,0.000,0.000,0.580,10.911,5.303,11.970,6.446,0.000,14.295,6.686,0.692,0.157,1.314,5.429,0.288,3.364,0.000,0.000,0.145,0.001,https://doi.org/10.1016/j.ceramint.2022.07.291,Zn0.8Mn0.2Fe2O4,8.900,8.900,8.900
0.515,0.693,0.000,0.000,0.580,10.911,5.303,11.970,6.446,0.000,14.295,6.686,0.692,0.157,1.314,5.429,0.288,3.364,0.000,0.000,0.145,0.001,https://doi.org/10.1016/j.ceramint.2022.07.291,Zn0.8Mn0.2Fe2O4,8.900,8.900,8.900
0.515,0.693,0.000,0.000,0.580,10.911,5.303,11.970,6.446,0.000,14.295,6.686,0.692,0.157,1.314,5.429,0.288,3.364,0.000,0.000,0.145,0.001,https://doi.org/10.1016/j.ceramint.2022.07.291,Zn0.8Mn0.2Fe2O4,8.900,8.900,8.900
0.515,0.693,0.000,0.000,0.580,10.911,5.303,11.970,6.446,0.000,14.295,6.686,0.692,0.157,1.314,5.429,0.288,3.364,0.000,0.000,0.145,0.001,https://doi.org/10.1016/j.ceramint.2022.07.291,Zn0.8Mn0.2Fe2O4,8.900,8.900,8.900
0.549,0.693,0.000,0.000,0.560,10.953,5.303,11.970,6.446,0.000,14.295,6.686,0.693,0.157,1.314,5.429,0.288,3.016,0.000,0.000,0.145,0.001,https://doi.org/10.1016/j.ceramint.2022.07.291,Zn0.9Mn0.1Fe2O4,8.200,8.200,8.200
0.549,0.693,0.000,0.000,0.560,10.953,5.303,11.970,6.446,0.000,14.295,6.686,0.693,0.157,1.314,5.429,0.288,3.016,0.000,0.000,0.145,0.001,https://doi.org/10.1016/j.ceramint.2022.07.291,Zn0.9Mn0.1Fe2O4,8.200,8.200,8.200
0.549,0.693,0.000,0.000,0.560,10.953,5.303,11.970,6.446,0.000,14.295,6.686,0.693,0.157,1.314,5.429,0.288,3.016,0.000,0.000,0.145,0.001,https://doi.org/10.1016/j.ceramint.2022.07.291,Zn0.9Mn0.1Fe2O4,8.200,8.200,8.200
0.549,0.693,0.000,0.000,0.560,10.953,5.303,11.970,6.446,0.000,14.295,6.686,0.693,0.157,1.314,5.429,0.288,3.016,0.000,0.000,0.145,0.001,https://doi.org/10.1016/j.ceramint.2022.07.291,Zn0.9Mn0.1Fe2O4,8.200,8.200,8.200
0.561,0.693,0.000,0.000,0.539,8.367,12.315,12.155,10.642,0.000,14.798,6.686,0.693,2.583,1.315,5.429,0.288,2.580,0.000,0.000,2.313,0.015,https://doi.org/10.1016/j.jmmm.2019.01.081,Zn1Fe2O4,19.500,19.500,19.500
0.561,0.693,0.000,0.000,0.539,8.367,12.315,12.155,10.642,0.000,14.798,6.686,0.693,2.583,1.315,5.429,0.288,2.580,0.000,0.000,2.313,0.015,https://doi.org/10.1016/j.jmmm.2019.01.081,Zn1Fe2O4,19.500,19.500,19.500
0.561,0.693,0.000,0.000,0.539,8.367,12.315,12.155,10.642,0.000,14.798,6.686,0.693,2.583,1.315,5.429,0.288,2.580,0.000,0.000,2.313,0.015,https://doi.org/10.1016/j.jmmm.2019.01.081,Zn1Fe2O4,19.500,19.500,19.500
0.561,0.693,0.000,0.000,0.539,8.367,12.315,12.155,10.642,0.000,14.798,6.686,0.693,2.583,1.315,5.429,0.288,2.580,0.000,0.000,2.313,0.015,https://doi.org/10.1016/j.jmmm.2019.01.081,Zn1Fe2O4,19.500,19.500,19.500
0.561,0.693,0.000,0.000,0.539,8.367,12.315,12.155,10.642,0.000,14.798,6.686,0.693,2.583,1.315,5.429,0.288,2.580,0.000,0.000,2.313,0.015,https://doi.org/10.1016/j.jmmm.2019.01.081,Zn1Fe2O4,19.500,19.500,19.500
0.561,0.693,0.000,0.000,0.539,8.367,12.315,12.155,10.642,0.000,14.798,6.686,0.693,2.583,1.315,5.429,0.288,2.580,0.000,0.000,2.313,0.015,https://doi.org/10.1016/j.jmmm.2019.01.081,Zn1Fe2O4,19.500,19.500,19.500
0.561,0.693,0.000,0.000,0.539,8.367,12.315,12.155,10.642,0.000,14.798,6.686,0.693,2.583,1.315,5.429,0.288,2.580,0.000,0.000,2.313,0.015,https://doi.org/10.1016/j.jmmm.2019.01.081,Zn1Fe2O4,19.500,19.500,19.500
0.561,0.693,0.000,0.000,0.539,8.367,12.315,12.155,10.642,0.000,14.798,6.686,0.693,2.583,1.315,5.429,0.288,2.580,0.000,0.000,2.313,0.015,https://doi.org/10.1016/j.jmmm.2019.01.081,Zn1Fe2O4,19.500,19.500,19.500
0.561,0.693,0.000,0.000,0.539,8.367,12.315,12.155,10.642,0.000,14.798,6.686,0.693,2.583,1.315,5.429,0.288,2.580,0.000,0.000,2.313,0.015,https://doi.org/10.1016/j.jmmm.2019.01.081,Zn1Fe2O4,19.500,19.500,19.500
0.561,0.693,0.000,0.000,0.539,8.367,12.315,12.155,10.642,0.000,14.798,6.686,0.693,2.583,1.315,5.429,0.288,2.580,0.000,0.000,2.313,0.015,https://doi.org/10.1016/j.jmmm.2019.01.081,Zn1Fe2O4,19.500,19.500,19.500
0.561,0.693,0.000,0.000,0.539,8.367,12.315,12.155,10.642,0.000,14.798,6.686,0.693,2.583,1.315,5.429,0.288,2.580,0.000,0.000,2.313,0.015,https://doi.org/10.1016/j.jmmm.2019.01.081,Zn1Fe2O4,19.500,19.500,19.500
0.086,0.693,0.000,0.000,0.539,8.216,12.315,12.155,11.375,0.000,14.798,6.686,0.693,2.583,1.315,5.429,0.288,2.485,0.000,0.000,2.313,0.015,https://doi.org/10.1016/j.jmmm.2019.01.081,Zn1Fe2O4,33.300,33.300,33.300
0.086,0.693,0.000,0.000,0.539,8.216,12.315,12.155,11.375,0.000,14.798,6.686,0.693,2.583,1.315,5.429,0.288,2.485,0.000,0.000,2.313,0.015,https://doi.org/10.1016/j.jmmm.2019.01.081,Zn1Fe2O4,33.300,33.300,33.300
0.086,0.693,0.000,0.000,0.539,8.216,12.315,12.155,11.375,0.000,14.798,6.686,0.693,2.583,1.315,5.429,0.288,2.485,0.000,0.000,2.313,0.015,https://doi.org/10.1016/j.jmmm.2019.01.081,Zn1Fe2O4,33.300,33.300,33.300
0.086,0.693,0.000,0.000,0.539,8.216,12.315,12.155,11.375,0.000,14.798,6.686,0.693,2.583,1.315,5.429,0.288,2.485,0.000,0.000,2.313,0.015,https://doi.org/10.1016/j.jmmm.2019.01.081,Zn1Fe2O4,33.300,33.300,33.300
0.086,0.693,0.000,0.000,0.539,8.216,12.315,12.155,11.375,0.000,14.798,6.686,0.693,2.583,1.315,5.429,0.288,2.485,0.000,0.000,2.313,0.015,https://doi.org/10.1016/j.jmmm.2019.01.081,Zn1Fe2O4,33.300,33.300,33.300
0.086,0.693,0.000,0.000,0.539,8.216,12.315,12.155,11.375,0.000,14.798,6.686,0.693,2.583,1.315,5.429,0.288,2.485,0.000,0.000,2.313,0.015,https://doi.org/10.1016/j.jmmm.2019.01.081,Zn1Fe2O4,33.300,33.300,33.300
0.086,0.693,0.000,0.000,0.539,8.216,12.315,12.155,11.375,0.000,14.798,6.686,0.693,2.583,1.315,5.429,0.288,2.485,0.000,0.000,2.313,0.015,https://doi.org/10.1016/j.jmmm.2019.01.081,Zn1Fe2O4,33.300,33.300,33.300
0.086,0.693,0.000,0.000,0.539,8.216,12.315,12.155,11.375,0.000,14.798,6.686,0.693,2.583,1.315,5.429,0.288,2.485,0.000,0.000,2.313,0.015,https://doi.org/10.1016/j.jmmm.2019.01.081,Zn1Fe2O4,33.300,33.300,33.300
0.086,0.693,0.000,0.000,0.539,8.216,12.315,12.155,11.375,0.000,14.798,6.686,0.693,2.583,1.315,5.429,0.288,2.485,0.000,0.000,2.313,0.015,https://doi.org/10.1016/j.jmmm.2019.01.081,Zn1Fe2O4,33.300,33.300,33.300
0.086,0.693,0.000,0.000,0.539,8.216,12.315,12.155,11.375,0.000,14.798,6.686,0.693,2.583,1.315,5.429,0.288,2.485,0.000,0.000,2.313,0.015,https://doi.org/10.1016/j.jmmm.2019.01.081,Zn1Fe2O4,33.300,33.300,33.300
0.086,0.693,0.000,0.000,0.539,8.216,12.315,12.155,11.375,0.000,14.798,6.686,0.693,2.583,1.315,5.429,0.288,2.485,0.000,0.000,2.313,0.015,https://doi.org/10.1016/j.jmmm.2019.01.081,Zn1Fe2O4,33.300,33.300,33.300
0.086,0.693,0.000,0.000,0.539,8.216,12.315,12.155,11.375,0.000,14.798,6.686,0.693,2.583,1.315,5.429,0.288,2.485,0.000,0.000,2.313,0.015,https://doi.org/10.1016/j.jmmm.2019.01.081,Zn1Fe2O4,33.300,33.300,33.300
0.086,0.693,0.000,0.000,0.539,8.216,12.315,12.155,11.375,0.000,14.798,6.686,0.693,2.583,1.315,5.429,0.288,2.485,0.000,0.000,2.313,0.015,https://doi.org/10.1016/j.jmmm.2019.01.081,Zn1Fe2O4,33.300,33.300,33.300
0.262,0.693,0.000,0.000,0.539,9.393,12.315,12.155,11.033,0.693,14.798,6.686,0.693,2.583,1.315,5.429,0.288,3.739,4.224,0.482,2.313,0.015,https://doi.org/10.1007/s10856-015-5466-7,Zn1Fe2O4,10.000,10.000,10.000
0.262,0.693,0.000,0.000,0.539,9.393,12.315,12.155,11.033,0.693,14.798,6.686,0.693,2.583,1.315,5.429,0.288,3.739,4.224,0.482,2.313,0.015,https://doi.org/10.1007/s10856-015-5466-7,Zn1Fe2O4,10.000,10.000,10.000
0.262,0.693,0.000,0.000,0.539,9.393,12.315,12.155,11.033,0.693,14.798,6.686,0.693,2.583,1.315,5.429,0.288,3.739,4.224,0.482,2.313,0.015,https://doi.org/10.1007/s10856-015-5466-7,Zn1Fe2O4,10.000,10.000,10.000
0.015,0.693,0.000,0.000,0.981,11.035,12.315,11.606,11.592,0.000,14.798,6.686,0.693,,1.315,5.429,0.288,4.190,0.000,0.000,0.284,0.015,https://doi.org/10.1021/ac300939z,ZnFe2O4,200.000,200.000,200.000
0.015,0.693,0.000,0.000,0.981,11.035,12.315,11.606,11.592,0.000,14.798,6.686,0.693,,1.315,5.429,0.288,4.190,0.000,0.000,0.284,0.015,https://doi.org/10.1021/ac300939z,ZnFe2O4,200.000,200.000,200.000
0.015,0.693,0.000,0.000,0.981,11.035,12.315,11.606,11.592,0.000,14.798,6.686,0.693,,1.315,5.429,0.288,4.190,0.000,0.000,0.284,0.015,https://doi.org/10.1021/ac300939z,ZnFe2O4,200.000,200.000,200.000
0.015,0.693,0.000,0.000,0.981,11.035,12.315,11.606,11.592,0.000,14.798,6.686,0.693,,1.315,5.429,0.288,4.190,0.000,0.000,0.284,0.015,https://doi.org/10.1021/ac300939z,ZnFe2O4,200.000,200.000,200.000
0.470,0.693,0.000,0.000,0.981,11.035,12.315,12.155,10.162,0.000,14.798,6.399,0.693,2.583,1.315,5.429,0.288,4.584,4.320,2.092,2.313,0.015,Работа ани,ZnFe2O4,5.000,5.000,5.000
0.916,0.693,0.000,0.000,0.981,11.035,12.315,12.155,10.311,0.000,14.798,6.399,0.693,2.583,1.315,5.429,0.288,3.325,4.606,0.405,2.313,0.015,Работа ани,ZnFe2O4,2.000,2.000,2.000
0.916,0.693,0.000,0.000,0.981,11.035,12.315,12.155,10.311,0.000,14.798,6.399,0.693,2.583,1.315,5.429,0.288,3.466,4.327,0.405,2.313,0.015,Работа ани,ZnFe2O4,2.000,2.000,2.000
0.788,0.693,0.000,0.000,0.981,11.035,12.315,12.155,10.311,0.000,14.798,6.399,0.693,2.583,1.315,5.429,0.288,3.547,4.218,0.470,2.313,0.015,Работа ани,ZnFe2O4,2.500,2.500,2.500
0.788,0.693,0.000,0.000,0.981,11.035,12.315,12.155,10.311,0.000,14.798,6.399,0.693,2.583,1.315,5.429,0.288,4.179,3.658,1.030,2.313,0.015,Работа ани,ZnFe2O4,2.500,2.500,2.500
0.435,0.693,0.000,0.000,0.981,11.035,12.315,12.155,10.162,0.000,14.798,6.399,0.693,2.583,1.315,5.429,0.288,4.456,4.622,2.389,2.313,0.015,Работа ани,ZnFe2O4,5.500,5.500,5.500
0.349,0.757,0.000,0.000,0.981,11.035,12.315,12.155,10.642,0.000,14.798,6.399,0.693,2.583,1.315,5.429,0.288,4.375,4.314,1.658,2.313,0.015,https://doi.org/10.1016/j.jmmm.2017.05.039 ,ZnFe2O4,7.500,6.625,6.625
