Area/volume,Max/min(size),org_coating_HAcceptors,org_coating_LogP,common_spin,Effective anisotropy constant (J/m3),magnetic anisotropy constant (J/m3),magnetocrystalline anisotropy constant (J/m3),Anisotropy constant ,Crystalline,MAE,Curie temperature (K),Spehricity,exchange constant (J/m) *10^-12,Electronegativity core,Space group,Demagnetization factors (Nd),Saturation magnetization (emu/g),Coercivity (Oe),Remanence magnetization (emu/g),interdomain coupling (alpha),mass_magnetic_susceptibility(emu/Oe*g),id,Core_composition_formula,length,width,depth
0.090,1.000,0.000,0.000,0.714,3700.000,223000.000,158000.000,133196.560,0.000,2670000.000,800.000,1.000,6.205,2.724,227.000,0.333,11.000,0.000,0.000,9.100,0.015,<built-in function id>,Zn1Fe2O4,33.300,33.300,33.300
0.090,1.000,0.000,0.000,0.714,3700.000,223000.000,158000.000,133196.560,0.000,2670000.000,800.000,1.000,6.205,2.724,227.000,0.333,11.000,0.000,0.000,9.100,0.015,<built-in function id>,Zn1Fe2O4,33.300,33.300,33.300
0.090,1.000,0.000,0.000,0.714,3700.000,223000.000,158000.000,133196.560,0.000,2670000.000,800.000,1.000,6.205,2.724,227.000,0.333,11.000,0.000,0.000,9.100,0.015,<built-in function id>,Zn1Fe2O4,33.300,33.300,33.300
0.090,1.000,0.000,0.000,0.714,3700.000,223000.000,158000.000,133196.560,0.000,2670000.000,800.000,1.000,6.205,2.724,227.000,0.333,11.000,0.000,0.000,9.100,0.015,<built-in function id>,Zn1Fe2O4,33.300,33.300,33.300
0.090,1.000,0.000,0.000,0.714,3700.000,223000.000,158000.000,133196.560,0.000,2670000.000,800.000,1.000,6.205,2.724,227.000,0.333,11.000,0.000,0.000,9.100,0.015,<built-in function id>,Zn1Fe2O4,33.300,33.300,33.300
0.090,1.000,0.000,0.000,0.714,3700.000,223000.000,158000.000,133196.560,0.000,2670000.000,800.000,1.000,6.205,2.724,227.000,0.333,11.000,0.000,0.000,9.100,0.015,<built-in function id>,Zn1Fe2O4,33.300,33.300,33.300
0.090,1.000,0.000,0.000,0.714,3700.000,223000.000,158000.000,133196.560,0.000,2670000.000,800.000,1.000,6.205,2.724,227.000,0.333,11.000,0.000,0.000,9.100,0.015,<built-in function id>,Zn1Fe2O4,33.300,33.300,33.300
0.090,1.000,0.000,0.000,0.714,3700.000,223000.000,158000.000,133196.560,0.000,2670000.000,800.000,1.000,6.205,2.724,227.000,0.333,11.000,0.000,0.000,9.100,0.015,<built-in function id>,Zn1Fe2O4,33.300,33.300,33.300
0.090,1.000,0.000,0.000,0.714,3700.000,223000.000,158000.000,133196.560,0.000,2670000.000,800.000,1.000,6.205,2.724,227.000,0.333,11.000,0.000,0.000,9.100,0.015,<built-in function id>,Zn1Fe2O4,33.300,33.300,33.300
0.090,1.000,0.000,0.000,0.714,3700.000,223000.000,158000.000,133196.560,0.000,2670000.000,800.000,1.000,6.205,2.724,227.000,0.333,11.000,0.000,0.000,9.100,0.015,<built-in function id>,Zn1Fe2O4,33.300,33.300,33.300
0.300,1.000,0.000,0.000,0.714,12000.000,223000.000,5280000.000,158196.560,1.000,2670000.000,800.000,1.000,6.205,2.724,227.000,0.333,41.060,67.300,0.620,9.100,0.015,<built-in function id>,Zn1Fe2O4,10.000,10.000,10.000
0.300,1.000,0.000,0.000,0.714,12000.000,223000.000,5280000.000,158196.560,1.000,2670000.000,800.000,1.000,6.205,2.724,227.000,0.333,41.060,67.300,0.620,9.100,0.015,<built-in function id>,Zn1Fe2O4,10.000,10.000,10.000
0.300,1.000,0.000,0.000,0.714,12000.000,223000.000,5280000.000,158196.560,1.000,2670000.000,800.000,1.000,6.205,2.724,227.000,0.333,41.060,67.300,0.620,9.100,0.015,<built-in function id>,Zn1Fe2O4,10.000,10.000,10.000
0.015,1.000,0.000,0.000,1.667,62000.000,223000.000,242000.000,133196.560,0.000,2670000.000,800.000,1.000,0.170,2.724,227.000,0.333,65.000,0.000,0.000,9.100,0.015,<built-in function id>,ZnFe2O4,200.000,200.000,200.000
0.015,1.000,0.000,0.000,1.667,62000.000,223000.000,242000.000,133196.560,0.000,2670000.000,800.000,1.000,0.170,2.724,227.000,0.333,65.000,0.000,0.000,9.100,0.015,<built-in function id>,ZnFe2O4,200.000,200.000,200.000
0.015,1.000,0.000,0.000,1.667,62000.000,223000.000,242000.000,133196.560,0.000,2670000.000,800.000,1.000,0.170,2.724,227.000,0.333,65.000,0.000,0.000,9.100,0.015,<built-in function id>,ZnFe2O4,200.000,200.000,200.000
0.015,1.000,0.000,0.000,1.667,62000.000,223000.000,242000.000,133196.560,0.000,2670000.000,800.000,1.000,0.170,2.724,227.000,0.333,65.000,0.000,0.000,9.100,0.015,<built-in function id>,ZnFe2O4,200.000,200.000,200.000
0.600,1.000,0.000,0.000,1.667,62000.000,223000.000,122000.000,133196.560,0.000,2670000.000,600.000,1.000,0.170,2.724,227.000,0.333,96.900,74.200,7.100,9.100,0.015,<built-in function id>,ZnFe2O4,5.000,5.000,5.000
1.500,1.000,0.000,0.000,1.667,62000.000,223000.000,166000.000,206500.000,0.000,2670000.000,600.000,1.000,6.205,2.724,227.000,0.333,26.800,99.100,0.500,9.100,0.015,<built-in function id>,ZnFe2O4,2.000,2.000,2.000
1.500,1.000,0.000,0.000,1.667,62000.000,223000.000,166000.000,133196.560,0.000,2670000.000,600.000,1.000,6.205,2.724,227.000,0.333,31.000,74.700,0.500,9.100,0.015,<built-in function id>,ZnFe2O4,2.000,2.000,2.000
1.200,1.000,0.000,0.000,1.667,62000.000,223000.000,166000.000,133196.560,0.000,2670000.000,600.000,1.000,6.205,2.724,227.000,0.333,33.700,66.900,0.600,9.100,0.015,<built-in function id>,ZnFe2O4,2.500,2.500,2.500
1.200,1.000,0.000,0.000,1.667,62000.000,223000.000,158000.000,133196.560,0.000,2670000.000,600.000,1.000,3.188,2.724,227.000,0.333,64.300,37.800,1.800,9.100,0.015,<built-in function id>,ZnFe2O4,2.500,2.500,2.500
0.545,1.000,0.000,0.000,1.667,62000.000,223000.000,122000.000,133196.560,0.000,2670000.000,600.000,1.000,0.170,2.724,227.000,0.333,85.100,100.700,9.900,9.100,0.015,<built-in function id>,ZnFe2O4,5.500,5.500,5.500
0.630,1.935,0.000,0.000,1.667,62000.000,223000.000,640000.000,91250.000,0.000,2670000.000,600.000,1.000,0.170,2.724,227.000,0.333,70.000,69.900,4.850,9.100,0.015,<built-in function id>,ZnFe2O4,7.500,3.875,3.875
